"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"1587","354","1358","335","1266","322","0","12","0","12","31","30","26","39","0","12","35","38","0","12","35","38","229","136","224","135","0","12","0","12","0","12","0","12","5","11","0","12","0","12","0","12","1500000US490111255022","Block Group 2, Census Tract 1255.02, Davis County, Utah"
"2127","454","1682","405","1502","412","0","12","0","12","46","56","14","25","0","12","120","129","0","12","120","129","445","278","356","266","0","12","0","12","0","12","0","12","42","41","47","53","47","53","0","12","1500000US490111255023","Block Group 3, Census Tract 1255.02, Davis County, Utah"
"2339","382","2112","384","1999","363","20","29","14","18","25","37","0","12","0","12","54","78","0","12","54","78","227","87","172","88","0","12","11","17","0","12","0","12","0","12","44","52","44","52","0","12","1500000US490111255031","Block Group 1, Census Tract 1255.03, Davis County, Utah"
"3575","973","3449","967","3219","960","73","79","0","12","0","12","81","99","0","12","76","76","0","12","76","76","126","87","69","57","0","12","0","12","0","12","0","12","18","31","39","46","0","12","39","46","1500000US490111255032","Block Group 2, Census Tract 1255.03, Davis County, Utah"
"309","133","309","133","283","140","0","12","26","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111256001","Block Group 1, Census Tract 1256, Davis County, Utah"
"1469","295","1286","267","1190","246","36","54","13","17","7","11","28","56","0","12","12","22","12","22","0","12","183","129","183","129","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111257011","Block Group 1, Census Tract 1257.01, Davis County, Utah"
"1485","418","1042","353","724","286","141","147","0","12","0","12","33","46","0","12","144","146","18","29","126","148","443","288","406","281","0","12","0","12","0","12","0","12","0","12","37","55","37","55","0","12","1500000US490111257012","Block Group 2, Census Tract 1257.01, Davis County, Utah"
"1546","343","1134","307","768","268","100","97","0","12","0","12","61","91","34","28","171","113","0","12","171","113","412","211","79","95","0","12","0","12","0","12","0","12","333","195","0","12","0","12","0","12","1500000US490111257013","Block Group 3, Census Tract 1257.01, Davis County, Utah"
"979","287","754","284","697","282","17","29","0","12","21","32","8","14","0","12","11","17","11","17","0","12","225","208","89","87","113","135","0","12","0","12","0","12","0","12","23","30","0","12","23","30","1500000US490111257021","Block Group 1, Census Tract 1257.02, Davis County, Utah"
"1685","545","1459","527","1444","530","0","12","0","12","0","12","0","12","0","12","15","23","0","12","15","23","226","140","114","115","0","12","0","12","0","12","0","12","43","67","69","69","48","58","21","35","1500000US490111257022","Block Group 2, Census Tract 1257.02, Davis County, Utah"
"1404","533","880","324","838","317","0","12","11","17","0","12","10","16","0","12","21","37","0","12","21","37","524","471","219","311","0","12","0","12","0","12","0","12","258","354","47","75","44","75","3","5","1500000US490111257023","Block Group 3, Census Tract 1257.02, Davis County, Utah"
"1061","395","639","302","564","275","6","16","0","12","34","55","0","12","0","12","35","77","0","12","35","77","422","247","359","208","0","12","0","12","0","12","0","12","0","12","63","73","0","12","63","73","1500000US490111258011","Block Group 1, Census Tract 1258.01, Davis County, Utah"
"1074","344","911","335","894","336","0","12","0","12","0","12","11","18","0","12","6","14","0","12","6","14","163","134","42","49","0","12","0","12","0","12","0","12","0","12","121","124","0","12","121","124","1500000US490111258012","Block Group 2, Census Tract 1258.01, Davis County, Utah"
"2657","958","2447","932","2175","918","0","12","130","170","133","130","0","12","0","12","9","16","0","12","9","16","210","260","33","46","0","12","0","12","0","12","0","12","0","12","177","252","177","252","0","12","1500000US490111258013","Block Group 3, Census Tract 1258.01, Davis County, Utah"
"1566","445","1161","406","949","373","94","111","0","12","29","32","0","12","0","12","89","139","89","139","0","12","405","343","348","339","0","12","0","12","0","12","0","12","20","32","37","57","37","57","0","12","1500000US490111258014","Block Group 4, Census Tract 1258.01, Davis County, Utah"
"1087","341","669","249","569","213","43","48","26","39","31","33","0","12","0","12","0","12","0","12","0","12","418","262","287","217","0","12","0","12","0","12","0","12","131","170","0","12","0","12","0","12","1500000US490111258015","Block Group 5, Census Tract 1258.01, Davis County, Utah"
"2133","434","1883","401","1681","394","50","78","0","12","36","31","20","31","0","12","96","60","0","12","96","60","250","251","109","123","0","12","0","12","0","12","0","12","1","3","140","215","140","215","0","12","1500000US490111258041","Block Group 1, Census Tract 1258.04, Davis County, Utah"
"918","314","882","315","863","310","19","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","36","56","25","40","0","12","0","12","0","12","0","12","11","17","0","12","0","12","0","12","1500000US490111258042","Block Group 2, Census Tract 1258.04, Davis County, Utah"
"2212","428","2085","413","1907","397","0","12","0","12","0","12","0","12","0","12","178","158","0","12","178","158","127","96","17","19","0","12","0","12","0","12","0","12","56","68","54","53","34","50","20","28","1500000US490111258043","Block Group 3, Census Tract 1258.04, Davis County, Utah"
"1376","457","1174","389","1035","390","0","12","0","12","85","80","0","12","0","12","54","88","0","12","54","88","202","234","33","56","0","12","0","12","0","12","0","12","169","229","0","12","0","12","0","12","1500000US490111258044","Block Group 4, Census Tract 1258.04, Davis County, Utah"
"1043","342","928","309","788","308","25","39","25","39","17","27","3","9","0","12","70","71","0","12","70","71","115","151","102","150","0","12","0","12","0","12","0","12","13","22","0","12","0","12","0","12","1500000US490111258051","Block Group 1, Census Tract 1258.05, Davis County, Utah"
"2511","562","2296","526","1787","451","0","12","12","19","270","213","32","59","0","12","195","190","13","23","182","184","215","206","149","150","23","43","17","37","0","12","0","12","26","46","0","12","0","12","0","12","1500000US490111258052","Block Group 2, Census Tract 1258.05, Davis County, Utah"
"1059","409","730","343","668","294","62","98","0","12","0","12","0","12","0","12","0","12","0","12","0","12","329","212","146","117","0","12","0","12","0","12","0","12","23","37","160","126","71","108","89","82","1500000US490111258053","Block Group 3, Census Tract 1258.05, Davis County, Utah"
"1496","499","1113","445","1073","434","0","12","8","15","17","32","0","12","0","12","15","25","0","12","15","25","383","291","229","208","0","12","0","12","18","33","0","12","97","148","39","59","0","12","39","59","1500000US490111258054","Block Group 4, Census Tract 1258.05, Davis County, Utah"
"2090","458","1970","405","1910","406","12","17","0","12","31","51","0","12","0","12","17","31","0","12","17","31","120","143","120","143","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111258071","Block Group 1, Census Tract 1258.07, Davis County, Utah"
"1528","500","513","272","513","272","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1015","405","781","357","0","12","0","12","0","12","0","12","234","270","0","12","0","12","0","12","1500000US490111258072","Block Group 2, Census Tract 1258.07, Davis County, Utah"
"1575","653","1141","430","770","370","0","12","55","70","16","25","300","202","0","12","0","12","0","12","0","12","434","597","7","43","0","12","0","12","0","12","0","12","0","12","427","593","427","593","0","12","1500000US490111258091","Block Group 1, Census Tract 1258.09, Davis County, Utah"
"1138","394","830","257","693","250","58","87","0","12","26","42","0","12","0","12","53","71","0","12","53","71","308","245","49","77","0","12","0","12","0","12","0","12","72","66","187","237","187","237","0","12","1500000US490111258092","Block Group 2, Census Tract 1258.09, Davis County, Utah"
"1654","311","1536","294","1334","292","8","16","0","12","78","62","31","47","0","12","85","104","0","12","85","104","118","118","62","84","0","12","0","12","0","12","0","12","56","88","0","12","0","12","0","12","1500000US490111258093","Block Group 3, Census Tract 1258.09, Davis County, Utah"
"1093","303","1039","318","985","318","0","12","0","12","54","98","0","12","0","12","0","12","0","12","0","12","54","86","0","12","0","12","0","12","0","12","0","12","54","86","0","12","0","12","0","12","1500000US490111258101","Block Group 1, Census Tract 1258.10, Davis County, Utah"
"1630","386","1291","321","867","305","111","134","0","12","126","130","112","169","0","12","75","92","0","12","75","92","339","237","116","90","0","12","0","12","0","12","0","12","147","150","76","85","76","85","0","12","1500000US490111258102","Block Group 2, Census Tract 1258.10, Davis County, Utah"
"2168","969","1421","470","1421","470","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","747","693","523","631","0","12","0","12","0","12","0","12","0","12","224","332","224","332","0","12","1500000US490111259051","Block Group 1, Census Tract 1259.05, Davis County, Utah"
"1462","487","1293","453","1236","453","57","56","0","12","0","12","0","12","0","12","0","12","0","12","0","12","169","173","1","3","0","12","141","164","0","12","0","12","26","65","1","2","1","2","0","12","1500000US490111259052","Block Group 2, Census Tract 1259.05, Davis County, Utah"
"1168","407","1054","396","1013","382","12","29","0","12","29","46","0","12","0","12","0","12","0","12","0","12","114","103","99","103","0","12","0","12","0","12","0","12","0","12","15","26","15","26","0","12","1500000US490111259053","Block Group 3, Census Tract 1259.05, Davis County, Utah"
"2072","621","1844","590","1764","603","0","12","0","12","65","111","0","12","0","12","15","25","0","12","15","25","228","164","0","12","0","12","0","12","0","12","0","12","0","12","228","164","63","121","165","179","1500000US490111259054","Block Group 4, Census Tract 1259.05, Davis County, Utah"
"2939","607","2911","604","2677","584","41","52","0","12","193","212","0","12","0","12","0","12","0","12","0","12","28","38","28","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111259061","Block Group 1, Census Tract 1259.06, Davis County, Utah"
"1126","396","1042","383","797","357","55","58","25","44","15","25","0","12","0","12","150","131","0","12","150","131","84","96","48","71","0","12","0","12","0","12","0","12","0","12","36","60","0","12","36","60","1500000US490111259062","Block Group 2, Census Tract 1259.06, Davis County, Utah"
"831","246","790","253","716","247","0","12","0","12","10","16","47","85","0","12","17","26","0","12","17","26","41","52","41","52","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111259063","Block Group 3, Census Tract 1259.06, Davis County, Utah"
"2064","575","1632","534","1589","537","27","42","0","12","16","18","0","12","0","12","0","12","0","12","0","12","432","290","208","188","0","12","0","12","0","12","0","12","10","23","214","297","214","297","0","12","1500000US490111259064","Block Group 4, Census Tract 1259.06, Davis County, Utah"
"2184","269","1850","266","1745","261","10","17","7","9","19","17","0","12","9","14","60","47","0","12","60","47","334","151","242","143","0","12","4","6","0","12","0","12","0","12","88","60","88","60","0","12","1500000US490111259071","Block Group 1, Census Tract 1259.07, Davis County, Utah"
"1960","392","1821","378","1598","359","29","36","0","12","19","25","30","42","8","13","137","117","13","20","124","123","139","89","54","65","0","12","0","12","0","12","0","12","71","78","14","22","0","12","14","22","1500000US490111259081","Block Group 1, Census Tract 1259.08, Davis County, Utah"
"1437","317","1252","298","987","230","0","12","0","12","0","12","64","75","0","12","201","200","4","6","197","199","185","189","185","189","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111259082","Block Group 2, Census Tract 1259.08, Davis County, Utah"
"1443","366","1350","344","1274","351","0","12","0","12","37","47","0","12","0","12","39","57","0","12","39","57","93","129","93","129","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490111259083","Block Group 3, Census Tract 1259.08, Davis County, Utah"
"1404","341","927","280","704","253","0","12","42","48","80","108","57","81","0","12","44","37","0","12","44","37","477","248","374","239","35","72","0","12","0","12","0","12","68","70","0","12","0","12","0","12","1500000US490111260011","Block Group 1, Census Tract 1260.01, Davis County, Utah"
"1697","358","1431","301","1123","304","108","120","26","41","17","19","44","69","0","12","113","93","0","12","113","93","266","268","125","187","0","12","0","12","0","12","0","12","141","191","0","12","0","12","0","12","1500000US490111260012","Block Group 2, Census Tract 1260.01, Davis County, Utah"
"516","201","432","202","325","159","98","132","0","12","0","12","0","12","0","12","9","15","0","12","9","15","84","85","52","77","0","12","0","12","0","12","0","12","32","37","0","12","0","12","0","12","1500000US490111260013","Block Group 3, Census Tract 1260.01, Davis County, Utah"
